4:586
668888,77,2,2,#496
659000,62,1,1,#497
719000,185,4,2,#498
599999,82,3,2,#499
538000,130,3,1,#500
699900,173,3,2,#501
699900,173,3,2,#502
699900,173,3,2,#503
699900,173,3,2,#504
930000,60,1,1,#505
1300000,95,2,2,#506
1250000,78,2,2,#507
595000,92,2,2,#508
759000,195,5,2,#509
549900,118,3,2,#510
499900,88,3,1,#511
449900,199,4,1,#512
938000,185,4,2,#513
519000,156,3,2,#514
369000,66,2,1,#515
1675000,116,2,2,#516
364900,102,2,1,#517
975000,126,3,2,#518
289000,92,2,1,#519
330000,74,1,1,#520
219999,65,1,1,#521
619000,122,2,1,#522
525000,371,2,1,#523
305000,55,0,1,#524
875000,78,1,1,#525
1385000,301,5,3,#526
1390000,133,3,3,#527
965000,63,1,1,#528
1200000,102,2,2,#529
725000,139,4,3,#530
5950000,148,2,3,#531
1749000,83,1,2,#532
820000,57,1,1,#533
825000,57,1,1,#534
950000,64,1,1,#535
1275000,95,2,2,#536
715000,82,1,1,#537
1250000,87,2,2,#538
1140000,78,2,2,#539
899000,145,3,2,#540
2300000,250,3,2,#541
